GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,WL,PTS,REB,OREB,DREB,AST,TOV,FGA,FGM,FTA,FTM,HOME,WIN,PTS_ALLOWED
0022300578,2024-01-17,1610612751,BKN,BKN @ POR,L,103,33,6,27,28,11,73,35,27,18,0,0,105.0
0022300591,2024-01-19,1610612751,BKN,BKN @ LAL,W,130,41,8,33,31,11,95,50,14,11,0,1,112.0
0022300600,2024-01-21,1610612751,BKN,BKN @ LAC,L,114,36,6,30,29,13,90,44,16,12,0,0,125.0
0022300615,2024-01-23,1610612751,BKN,BKN vs. NYK,L,103,40,13,27,29,13,95,42,5,4,1,0,108.0
0022300629,2024-01-25,1610612751,BKN,BKN vs. MIN,L,94,32,5,27,22,15,77,35,16,14,1,0,96.0
0022300645,2024-01-27,1610612751,BKN,BKN vs. HOU,W,106,40,2,38,24,19,74,36,37,22,1,1,104.0
0022300660,2024-01-29,1610612751,BKN,BKN vs. UTA,W,147,50,16,34,41,9,105,54,19,18,1,1,114.0
0022300677,2024-01-31,1610612751,BKN,BKN vs. PHX,L,120,27,8,19,28,11,94,47,13,10,1,0,136.0
0022300698,2024-02-03,1610612751,BKN,BKN @ PHI,W,136,53,13,40,35,12,95,49,23,18,0,1,121.0
0022300717,2024-02-05,1610612751,BKN,BKN vs. GSW,L,98,38,11,27,23,10,89,34,22,17,1,0,109.0
0022300720,2024-02-06,1610612751,BKN,BKN vs. DAL,L,107,43,8,35,33,10,91,41,15,13,1,0,119.0
0022300735,2024-02-08,1610612751,BKN,BKN vs. CLE,L,95,34,12,22,22,12,93,37,14,11,1,0,118.0
0022300750,2024-02-10,1610612751,BKN,BKN vs. SAS,W,123,41,9,32,31,12,87,49,11,8,1,1,103.0
0022300771,2024-02-13,1610612751,BKN,BKN vs. BOS,L,110,37,7,30,28,12,79,39,26,17,1,0,118.0
0022300780,2024-02-14,1610612751,BKN,BKN @ BOS,L,86,31,6,25,27,12,81,31,15,14,0,0,136.0
0022300795,2024-02-22,1610612751,BKN,BKN @ TOR,L,93,39,6,33,19,20,80,33,22,16,0,0,121.0
0022300815,2024-02-24,1610612751,BKN,BKN @ MIN,L,86,56,16,40,20,11,104,35,11,10,0,0,101.0
0022300830,2024-02-26,1610612751,BKN,BKN @ MEM,W,111,46,12,34,32,10,90,44,14,8,0,1,86.0
0022300833,2024-02-27,1610612751,BKN,BKN @ ORL,L,81,35,9,26,18,22,79,31,14,11,0,0,108.0
0022300851,2024-02-29,1610612751,BKN,BKN vs. ATL,W,124,43,8,35,30,10,90,46,13,10,1,1,97.0
0022300866,2024-03-02,1610612751,BKN,BKN vs. ATL,W,114,45,12,33,28,11,88,41,22,17,1,1,102.0
0022300879,2024-03-04,1610612751,BKN,BKN vs. MEM,L,102,33,12,21,27,13,79,35,30,17,1,0,106.0
0022300887,2024-03-05,1610612751,BKN,BKN vs. PHI,W,112,44,10,34,25,14,84,41,24,18,1,1,107.0
0022300902,2024-03-07,1610612751,BKN,BKN @ DET,L,112,28,4,24,24,14,84,41,18,13,0,0,118.0
0022300918,2024-03-09,1610612751,BKN,BKN @ CHA,L,99,41,16,25,22,16,90,36,17,13,0,0,110.0
0022300930,2024-03-10,1610612751,BKN,BKN @ CLE,W,120,40,8,32,33,15,79,42,20,18,0,1,101.0
0022300947,2024-03-13,1610612751,BKN,BKN @ ORL,L,106,32,8,24,21,13,81,38,27,23,0,0,114.0
0022300968,2024-03-16,1610612751,BKN,BKN @ IND,L,100,45,12,33,18,21,77,33,31,24,0,0,121.0
0022300981,2024-03-17,1610612751,BKN,BKN @ SAS,L,115,48,11,37,29,12,102,47,19,13,0,0,122.0
0022300993,2024-03-19,1610612751,BKN,BKN vs. NOP,L,91,42,14,28,19,14,84,31,22,17,1,0,104.0
0022301007,2024-03-21,1610612751,BKN,BKN @ MIL,L,108,49,15,34,29,14,92,41,16,13,0,0,115.0
0022301019,2024-03-23,1610612751,BKN,BKN @ NYK,L,93,41,8,33,26,15,76,34,15,13,0,0,105.0
0022301036,2024-03-25,1610612751,BKN,BKN @ TOR,W,96,50,16,34,20,20,81,37,18,13,0,1,88.0
0022301050,2024-03-27,1610612751,BKN,BKN @ WAS,W,122,45,10,35,24,8,98,47,23,18,0,1,119.0
0022301066,2024-03-29,1610612751,BKN,BKN vs. CHI,W,125,43,12,31,26,7,91,43,22,14,1,1,108.0
0022301078,2024-03-31,1610612751,BKN,BKN vs. LAL,L,104,38,9,29,19,13,92,39,19,14,1,0,116.0
0022301089,2024-04-01,1610612751,BKN,BKN @ IND,L,111,43,12,31,20,15,87,41,28,19,0,0,133.0
0022301106,2024-04-03,1610612751,BKN,BKN vs. IND,W,115,50,15,35,22,13,87,42,27,19,1,1,111.0
0022301128,2024-04-06,1610612751,BKN,BKN vs. DET,W,113,48,11,37,20,18,73,38,33,26,1,1,103.0
0022301141,2024-04-07,1610612751,BKN,BKN vs. SAC,L,77,46,7,39,17,17,86,30,13,10,1,0,107.0
0022301160,2024-04-10,1610612751,BKN,BKN vs. TOR,W,106,56,14,42,25,15,86,38,24,19,1,1,102.0
0022301175,2024-04-12,1610612751,BKN,BKN @ NYK,L,107,45,16,29,22,14,82,41,19,14,0,0,111.0
0022301192,2024-04-14,1610612751,BKN,BKN @ PHI,L,86,42,4,38,19,13,83,32,17,13,0,0,107.0
0022300065,2023-10-25,1610612752,NYK,NYK vs. BOS,L,104,47,17,30,24,11,97,36,26,14,1,0,108.0
0022300079,2023-10-27,1610612752,NYK,NYK @ ATL,W,126,45,12,33,30,16,90,43,28,20,0,1,120.0
0022300090,2023-10-28,1610612752,NYK,NYK @ NOP,L,87,59,16,43,19,19,90,33,18,14,0,0,96.0
0022300112,2023-10-31,1610612752,NYK,NYK @ CLE,W,109,48,12,36,18,14,86,38,25,20,0,1,91.0
0022300120,2023-11-01,1610612752,NYK,NYK vs. CLE,L,89,50,16,34,18,14,92,32,30,20,1,0,95.0
0022300002,2023-11-03,1610612752,NYK,NYK @ MIL,L,105,56,16,40,18,11,96,38,25,19,0,0,110.0
0022300151,2023-11-06,1610612752,NYK,NYK vs. LAC,W,111,48,18,30,28,20,88,41,18,17,1,1,97.0
0022300161,2023-11-08,1610612752,NYK,NYK vs. SAS,W,126,47,13,34,28,4,100,46,22,15,1,1,105.0
0022300177,2023-11-12,1610612752,NYK,NYK vs. CHA,W,129,40,10,30,25,9,87,47,30,20,1,1,107.0
0022300188,2023-11-13,1610612752,NYK,NYK @ BOS,L,98,37,12,25,17,12,79,33,24,17,0,0,114.0
0022300193,2023-11-15,1610612752,NYK,NYK @ ATL,W,116,42,14,28,29,17,94,45,11,10,0,1,114.0
0022300028,2023-11-17,1610612752,NYK,NYK @ WAS,W,120,48,14,34,26,11,91,45,20,14,0,1,99.0
0022300202,2023-11-18,1610612752,NYK,NYK @ CHA,W,122,47,13,34,27,12,91,46,19,14,0,1,108.0
0022300221,2023-11-20,1610612752,NYK,NYK @ MIN,L,100,50,17,33,16,10,92,32,34,27,0,0,117.0
0022300045,2023-11-24,1610612752,NYK,NYK vs. MIA,W,100,46,6,40,21,19,81,39,18,12,1,1,98.0
0022300247,2023-11-26,1610612752,NYK,NYK vs. PHX,L,113,38,13,25,18,7,86,39,32,23,1,0,116.0
0022300057,2023-11-28,1610612752,NYK,NYK vs. CHA,W,115,54,15,39,21,16,88,41,20,18,1,1,91.0
0022300268,2023-11-30,1610612752,NYK,NYK vs. DET,W,118,41,12,29,25,11,88,41,28,20,1,1,112.0
0022300276,2023-12-01,1610612752,NYK,NYK @ TOR,W,119,43,11,32,30,13,90,45,16,13,0,1,106.0
0022301201,2023-12-05,1610612752,NYK,NYK @ MIL,L,122,36,12,24,27,17,87,43,33,29,0,0,146.0
0022301227,2023-12-08,1610612752,NYK,NYK @ BOS,L,123,44,12,32,28,14,88,44,27,20,0,0,133.0
0022300297,2023-12-11,1610612752,NYK,NYK vs. TOR,W,136,42,14,28,36,15,86,52,23,15,1,1,130.0
0022300318,2023-12-13,1610612752,NYK,NYK @ UTA,L,113,46,14,32,21,11,94,41,32,22,0,0,117.0
0022300333,2023-12-15,1610612752,NYK,NYK @ PHX,W,139,38,9,29,28,11,82,49,28,24,0,1,122.0
0022300343,2023-12-16,1610612752,NYK,NYK @ LAC,L,122,39,12,27,20,10,94,44,26,23,0,0,144.0
0022300359,2023-12-18,1610612752,NYK,NYK @ LAL,W,114,52,11,41,21,16,88,42,23,20,0,1,109.0
0022300368,2023-12-20,1610612752,NYK,NYK @ BKN,W,121,54,12,42,24,11,95,44,25,20,0,1,102.0
0022300388,2023-12-23,1610612752,NYK,NYK vs. MIL,L,111,41,11,30,17,11,93,41,21,20,1,0,130.0
0022300401,2023-12-25,1610612752,NYK,NYK vs. MIL,W,129,41,7,34,27,12,92,50,26,21,1,1,122.0
0022300419,2023-12-27,1610612752,NYK,NYK @ OKC,L,120,40,9,31,24,18,82,41,30,24,0,0,129.0
0022300429,2023-12-29,1610612752,NYK,NYK @ ORL,L,108,40,6,34,22,16,86,38,29,26,0,0,117.0
0022300441,2023-12-30,1610612752,NYK,NYK @ IND,L,126,42,15,27,24,14,95,45,27,19,0,0,140.0
0022300451,2024-01-01,1610612752,NYK,NYK vs. MIN,W,112,49,16,33,23,15,89,39,28,22,1,1,106.0
0022300468,2024-01-03,1610612752,NYK,NYK vs. CHI,W,116,52,13,39,29,16,89,46,11,9,1,1,100.0
0022300483,2024-01-05,1610612752,NYK,NYK @ PHI,W,128,49,10,39,27,13,89,43,25,24,0,1,92.0
0022300494,2024-01-06,1610612752,NYK,NYK @ WAS,W,121,45,11,34,27,14,87,43,24,21,0,1,105.0
0022300514,2024-01-09,1610612752,NYK,NYK vs. POR,W,112,55,15,40,26,15,89,37,23,20,1,1,84.0
0022300530,2024-01-11,1610612752,NYK,NYK @ DAL,L,124,45,13,32,27,16,89,44,28,22,0,0,128.0
0022300544,2024-01-13,1610612752,NYK,NYK @ MEM,W,106,56,15,41,25,23,83,40,19,13,0,1,94.0
0022300557,2024-01-15,1610612752,NYK,NYK vs. ORL,L,94,41,13,28,20,10,83,33,22,15,1,0,98.0
0022300573,2024-01-17,1610612752,NYK,NYK vs. HOU,W,109,51,12,39,24,15,87,39,22,18,1,1,94.0
0022300579,2024-01-18,1610612752,NYK,NYK vs. WAS,W,113,47,7,40,22,17,86,39,26,22,1,1,109.0
0022300596,2024-01-20,1610612752,NYK,NYK vs. TOR,W,126,61,15,46,27,22,88,48,20,16,1,1,100.0
0022300615,2024-01-23,1610612752,NYK,NYK @ BKN,W,108,42,11,31,21,14,86,40,19,18,0,1,103.0
0022300631,2024-01-25,1610612752,NYK,NYK vs. DEN,W,122,44,12,32,26,10,85,45,20,17,1,1,84.0
0022300643,2024-01-27,1610612752,NYK,NYK vs. MIA,W,125,46,11,35,25,7,87,45,26,18,1,1,109.0
0022300657,2024-01-29,1610612752,NYK,NYK @ CHA,W,113,42,7,35,25,9,84,44,16,13,0,1,92.0
0022300671,2024-01-30,1610612752,NYK,NYK vs. UTA,W,118,45,14,31,29,6,94,44,18,17,1,1,103.0
0022300685,2024-02-01,1610612752,NYK,NYK vs. IND,W,109,60,24,36,15,10,103,41,25,19,1,1,105.0
0022300701,2024-02-03,1610612752,NYK,NYK vs. LAL,L,105,51,18,33,21,7,100,41,15,13,1,0,113.0
0022300722,2024-02-06,1610612752,NYK,NYK vs. MEM,W,123,37,8,29,28,10,86,48,20,16,1,1,113.0
0022300736,2024-02-08,1610612752,NYK,NYK vs. DAL,L,108,46,14,32,27,14,94,42,11,10,1,0,122.0
0022300755,2024-02-10,1610612752,NYK,NYK vs. IND,L,111,32,5,27,16,9,84,40,23,21,1,0,125.0
0022300765,2024-02-12,1610612752,NYK,NYK @ HOU,L,103,51,19,32,19,17,92,42,12,7,0,0,105.0
0022300778,2024-02-14,1610612752,NYK,NYK @ ORL,L,100,34,16,18,15,12,84,35,24,19,0,0,118.0
0022300794,2024-02-22,1610612752,NYK,NYK @ PHI,W,110,45,12,33,24,18,79,38,27,19,0,1,96.0
0022300816,2024-02-24,1610612752,NYK,NYK vs. BOS,L,102,39,15,24,21,14,82,37,16,15,1,0,116.0
0022300828,2024-02-26,1610612752,NYK,NYK vs. DET,W,113,44,15,29,31,14,92,41,21,16,1,1,111.0
0022300837,2024-02-27,1610612752,NYK,NYK vs. NOP,L,92,38,13,25,27,13,83,31,23,16,1,0,115.0
0022300852,2024-02-29,1610612752,NYK,NYK vs. GSW,L,99,56,17,39,23,13,95,35,24,17,1,0,110.0
0022300876,2024-03-03,1610612752,NYK,NYK @ CLE,W,107,47,10,37,32,12,86,42,10,7,0,1,98.0
0022300889,2024-03-05,1610612752,NYK,NYK vs. ATL,L,100,40,17,23,27,12,99,38,11,8,1,0,116.0
0022300912,2024-03-08,1610612752,NYK,NYK vs. ORL,W,98,43,11,32,20,16,79,38,8,6,1,1,74.0
0022300927,2024-03-10,1610612752,NYK,NYK vs. PHI,L,73,50,16,34,19,21,80,26,16,12,1,0,79.0
0022300939,2024-03-12,1610612752,NYK,NYK vs. PHI,W,106,51,9,42,32,13,79,40,15,12,1,1,79.0
0022300960,2024-03-14,1610612752,NYK,NYK @ POR,W,105,50,15,35,16,15,87,38,26,23,0,1,93.0
0022300975,2024-03-16,1610612752,NYK,NYK @ SAC,W,98,52,10,42,19,16,86,37,16,13,0,1,91.0
0022300988,2024-03-18,1610612752,NYK,NYK @ GSW,W,119,44,14,30,29,13,91,44,20,17,0,1,112.0
0022301009,2024-03-21,1610612752,NYK,NYK @ DEN,L,100,31,4,27,28,10,79,38,17,13,0,0,113.0
0022301019,2024-03-23,1610612752,NYK,NYK vs. BKN,W,105,47,16,31,25,10,97,42,12,6,1,1,93.0
0022301035,2024-03-25,1610612752,NYK,NYK vs. DET,W,124,52,12,40,30,14,89,45,22,15,1,1,99.0
0022301053,2024-03-27,1610612752,NYK,NYK @ TOR,W,145,42,15,27,37,11,94,55,16,13,0,1,101.0
0022301070,2024-03-29,1610612752,NYK,NYK @ SAS,L,126,50,18,32,24,12,110,51,12,10,0,0,130.0
0022301082,2024-03-31,1610612752,NYK,NYK vs. OKC,L,112,46,15,31,24,11,92,38,34,23,1,0,113.0
0022301096,2024-04-02,1610612752,NYK,NYK @ MIA,L,99,30,7,23,25,14,76,35,21,17,0,0,109.0
0022301112,2024-04-04,1610612752,NYK,NYK vs. SAC,W,120,39,9,30,34,13,80,44,29,20,1,1,109.0
0022301119,2024-04-05,1610612752,NYK,NYK @ CHI,L,100,38,9,29,22,18,83,36,24,18,0,0,108.0
0022301139,2024-04-07,1610612752,NYK,NYK @ MIL,W,122,41,13,28,25,7,92,45,22,18,0,1,109.0
0022301149,2024-04-09,1610612752,NYK,NYK @ CHI,W,128,31,6,25,31,11,83,46,20,19,0,1,117.0
0022301167,2024-04-11,1610612752,NYK,NYK @ BOS,W,118,52,17,35,24,15,99,49,10,6,0,1,109.0
0022301175,2024-04-12,1610612752,NYK,NYK vs. BKN,W,111,31,8,23,21,5,83,38,25,21,1,1,107.0
0022301190,2024-04-14,1610612752,NYK,NYK vs. CHI,W,120,53,16,37,27,21,91,46,21,16,1,1,119.0
0022300066,2023-10-25,1610612753,ORL,ORL vs. HOU,W,116,57,17,40,19,16,87,42,26,23,1,1,86.0
0022300086,2023-10-27,1610612753,ORL,ORL @ POR,W,102,45,10,35,22,14,79,36,32,21,0,1,97.0
0022300111,2023-10-30,1610612753,ORL,ORL @ LAL,L,103,44,12,32,28,11,95,38,18,13,0,0,106.0
0022300114,2023-10-31,1610612753,ORL,ORL @ LAC,L,102,40,7,33,23,16,81,38,33,19,0,0,118.0
0022300130,2023-11-02,1610612753,ORL,ORL @ UTA,W,115,43,10,33,27,17,85,39,36,27,0,1,113.0
0022300134,2023-11-04,1610612753,ORL,ORL vs. LAL,W,120,51,19,32,29,16,101,46,19,16,1,1,101.0
0022300147,2023-11-06,1610612753,ORL,ORL vs. DAL,L,102,38,6,32,27,21,85,40,18,14,1,0,117.0
0022300172,2023-11-09,1610612753,ORL,ORL vs. ATL,L,119,47,18,29,19,19,90,42,35,25,1,0,120.0
0022300173,2023-11-11,1610612753,ORL,ORL vs. MIL,W,112,43,15,28,24,16,84,36,35,30,1,1,97.0
0022300020,2023-11-14,1610612753,ORL,ORL @ BKN,L,104,37,9,28,23,16,82,36,21,16,0,0,124.0
0022300196,2023-11-15,1610612753,ORL,ORL @ CHI,W,96,46,12,34,20,15,82,32,30,24,0,1,94.0
0022300033,2023-11-17,1610612753,ORL,ORL @ CHI,W,103,46,10,36,24,19,79,38,23,16,0,1,97.0
0022300209,2023-11-19,1610612753,ORL,ORL @ IND,W,128,42,8,34,21,15,87,43,42,35,0,1,116.0
0022300038,2023-11-21,1610612753,ORL,ORL vs. TOR,W,126,40,15,25,31,13,100,50,20,14,1,1,107.0
0022300226,2023-11-22,1610612753,ORL,ORL vs. DEN,W,124,41,11,30,27,12,81,44,30,26,1,1,119.0
0022300043,2023-11-24,1610612753,ORL,ORL vs. BOS,W,113,48,13,35,23,18,85,43,22,16,1,1,96.0
0022300248,2023-11-26,1610612753,ORL,ORL vs. CHA,W,130,44,7,37,33,15,87,47,33,26,1,1,117.0
0022300259,2023-11-29,1610612753,ORL,ORL vs. WAS,W,139,44,9,35,34,19,84,51,24,20,1,1,120.0
0022300274,2023-12-01,1610612753,ORL,ORL vs. WAS,W,130,44,10,34,35,15,89,46,33,26,1,1,125.0
0022300282,2023-12-02,1610612753,ORL,ORL @ BKN,L,101,37,8,29,24,11,88,35,27,22,0,0,129.0
0022301205,2023-12-06,1610612753,ORL,ORL @ CLE,L,111,36,7,29,22,11,84,41,37,27,0,0,121.0
0022301217,2023-12-08,1610612753,ORL,ORL vs. DET,W,123,45,6,39,26,10,89,49,19,15,1,1,91.0
0022300294,2023-12-11,1610612753,ORL,ORL vs. CLE,W,104,43,12,31,22,14,84,39,25,19,1,1,94.0
0022300329,2023-12-15,1610612753,ORL,ORL @ BOS,L,111,45,13,32,25,21,87,42,18,13,0,0,128.0
0022300344,2023-12-17,1610612753,ORL,ORL @ BOS,L,97,43,10,33,18,9,89,34,24,18,0,0,114.0
0022300366,2023-12-20,1610612753,ORL,ORL vs. MIA,L,106,49,15,34,29,12,89,41,19,15,1,0,115.0
0022300378,2023-12-21,1610612753,ORL,ORL @ MIL,L,114,45,13,32,26,7,99,45,23,16,0,0,118.0
0022300391,2023-12-23,1610612753,ORL,ORL @ IND,W,117,39,10,29,22,15,73,39,41,33,0,1,110.0
0022300407,2023-12-26,1610612753,ORL,ORL @ WAS,W,127,40,7,33,30,16,93,49,25,17,0,1,119.0
0022300415,2023-12-27,1610612753,ORL,ORL vs. PHI,L,92,43,9,34,17,16,79,31,24,21,1,0,112.0
0022300429,2023-12-29,1610612753,ORL,ORL vs. NYK,W,117,49,14,35,24,15,89,40,40,30,1,1,108.0
0022300450,2023-12-31,1610612753,ORL,ORL @ PHX,L,107,45,8,37,22,15,90,42,12,11,0,0,112.0
0022300463,2024-01-02,1610612753,ORL,ORL @ GSW,L,115,41,16,25,19,18,92,41,23,19,0,0,121.0
0022300476,2024-01-03,1610612753,ORL,ORL @ SAC,L,135,39,7,32,33,21,90,44,27,22,0,0,138.0
0022300488,2024-01-05,1610612753,ORL,ORL @ DEN,W,122,40,11,29,25,15,82,41,34,23,0,1,120.0
0022300499,2024-01-07,1610612753,ORL,ORL vs. ATL,W,117,57,13,44,25,13,98,43,22,14,1,1,110.0
0022300513,2024-01-09,1610612753,ORL,ORL vs. MIN,L,92,46,16,30,20,13,94,34,18,11,1,0,113.0
0022300535,2024-01-12,1610612753,ORL,ORL @ MIA,L,96,38,10,28,26,13,82,36,20,12,0,0,99.0
0022300546,2024-01-13,1610612753,ORL,ORL @ OKC,L,100,50,11,39,21,16,84,39,24,15,0,0,112.0
0022300557,2024-01-15,1610612753,ORL,ORL @ NYK,W,98,46,13,33,26,8,85,38,21,14,0,1,94.0
0022300570,2024-01-17,1610612753,ORL,ORL @ ATL,L,104,40,16,24,18,13,88,39,22,16,0,0,106.0
0022300585,2024-01-19,1610612753,ORL,ORL vs. PHI,L,109,36,11,25,24,16,78,37,27,25,1,0,124.0
0022300601,2024-01-21,1610612753,ORL,ORL vs. MIA,W,105,44,12,32,21,14,78,37,28,22,1,1,87.0
0022300607,2024-01-22,1610612753,ORL,ORL vs. CLE,L,99,34,8,26,25,15,74,34,30,20,1,0,126.0
0022300638,2024-01-26,1610612753,ORL,ORL @ MEM,L,106,40,9,31,21,11,81,38,29,21,0,0,107.0
0022300655,2024-01-28,1610612753,ORL,ORL vs. PHX,W,113,40,11,29,30,10,92,41,26,19,1,1,98.0
0022300666,2024-01-29,1610612753,ORL,ORL @ DAL,L,129,35,12,23,27,12,88,45,28,21,0,0,131.0
0022300681,2024-01-31,1610612753,ORL,ORL @ SAS,W,108,45,12,33,29,16,86,41,23,19,0,1,98.0
0022300694,2024-02-02,1610612753,ORL,ORL @ MIN,W,108,42,10,32,24,15,85,39,26,21,0,1,106.0
0022300704,2024-02-04,1610612753,ORL,ORL @ DET,W,111,37,7,30,22,10,84,45,15,11,0,1,99.0
0022300721,2024-02-06,1610612753,ORL,ORL @ MIA,L,95,39,8,31,25,18,80,35,21,15,0,0,121.0
0022300734,2024-02-08,1610612753,ORL,ORL vs. SAS,W,127,39,8,31,34,17,82,49,20,13,1,1,111.0
0022300752,2024-02-10,1610612753,ORL,ORL vs. CHI,W,114,48,13,35,23,17,88,41,26,19,1,1,108.0
0022300772,2024-02-13,1610612753,ORL,ORL vs. OKC,L,113,48,14,34,29,16,91,41,25,20,1,0,127.0
0022300778,2024-02-14,1610612753,ORL,ORL vs. NYK,W,118,34,7,27,25,12,76,48,11,10,1,1,100.0
0022300792,2024-02-22,1610612753,ORL,ORL @ CLE,W,116,33,10,23,26,13,84,43,18,16,0,1,109.0
0022300814,2024-02-24,1610612753,ORL,ORL @ DET,W,112,46,13,33,25,13,87,43,21,14,0,1,109.0
0022300821,2024-02-25,1610612753,ORL,ORL @ ATL,L,92,51,14,37,23,20,84,35,18,8,0,0,109.0
0022300833,2024-02-27,1610612753,ORL,ORL vs. BKN,W,108,38,5,33,20,19,74,39,25,21,1,1,81.0
0022300850,2024-02-29,1610612753,ORL,ORL vs. UTA,W,115,45,10,35,27,15,77,42,31,21,1,1,107.0
0022300874,2024-03-03,1610612753,ORL,ORL vs. DET,W,113,48,7,41,24,22,72,43,25,20,1,1,91.0
0022300885,2024-03-05,1610612753,ORL,ORL @ CHA,W,101,41,8,33,23,18,74,40,15,8,0,1,89.0
0022300894,2024-03-06,1610612753,ORL,ORL @ WAS,W,119,42,9,33,21,15,81,44,21,19,0,1,109.0
0022300912,2024-03-08,1610612753,ORL,ORL @ NYK,L,74,37,12,25,12,14,79,27,20,14,0,0,98.0
0022300928,2024-03-10,1610612753,ORL,ORL vs. IND,L,97,46,13,33,18,13,88,33,29,22,1,0,111.0
0022300947,2024-03-13,1610612753,ORL,ORL vs. BKN,W,114,34,6,28,29,13,77,40,26,20,1,1,106.0
0022300963,2024-03-15,1610612753,ORL,ORL @ TOR,W,113,39,6,33,25,15,80,40,22,19,0,1,103.0
0022300979,2024-03-17,1610612753,ORL,ORL vs. TOR,W,111,39,10,29,22,15,85,43,20,14,1,1,96.0
0022300991,2024-03-19,1610612753,ORL,ORL vs. CHA,W,112,41,10,31,32,18,81,44,13,12,1,1,92.0
0022301004,2024-03-21,1610612753,ORL,ORL vs. NOP,W,121,40,10,30,33,16,86,47,19,13,1,1,106.0
0022301020,2024-03-23,1610612753,ORL,ORL vs. SAC,L,107,49,12,37,27,13,88,42,18,13,1,0,109.0
0022301049,2024-03-27,1610612753,ORL,ORL vs. GSW,L,93,39,10,29,25,11,85,36,21,11,1,0,101.0
0022301064,2024-03-29,1610612753,ORL,ORL vs. LAC,L,97,38,13,25,20,17,86,38,15,11,1,0,100.0
0022301075,2024-03-30,1610612753,ORL,ORL vs. MEM,W,118,43,5,38,28,17,78,38,23,20,1,1,88.0
0022301090,2024-04-01,1610612753,ORL,ORL vs. POR,W,104,43,9,34,26,16,76,36,27,21,1,1,103.0
0022301109,2024-04-03,1610612753,ORL,ORL @ NOP,W,117,39,7,32,27,13,80,41,30,22,0,1,108.0
0022301115,2024-04-05,1610612753,ORL,ORL @ CHA,L,115,37,15,22,24,10,94,42,26,22,0,0,124.0
0022301136,2024-04-07,1610612753,ORL,ORL vs. CHI,W,113,40,10,30,24,10,90,42,19,18,1,1,98.0
0022301150,2024-04-09,1610612753,ORL,ORL @ HOU,L,106,42,10,32,23,15,86,39,23,21,0,0,118.0
0022301162,2024-04-10,1610612753,ORL,ORL @ MIL,L,99,34,5,29,19,16,78,36,23,16,0,0,117.0
0022301171,2024-04-12,1610612753,ORL,ORL @ PHI,L,113,45,10,35,25,11,95,43,25,19,0,0,125.0
0022301191,2024-04-14,1610612753,ORL,ORL vs. MIL,W,113,43,7,36,27,14,85,42,19,18,1,1,88.0
0022300064,2023-10-25,1610612754,IND,IND vs. WAS,W,143,51,10,41,38,12,107,56,12,11,1,1,120.0
0022300091,2023-10-28,1610612754,IND,IND @ CLE,W,125,48,11,37,36,8,98,48,17,14,0,1,113.0
0022300102,2023-10-30,1610612754,IND,IND vs. CHI,L,105,47,11,36,26,17,88,36,25,21,1,0,112.0
0022300118,2023-11-01,1610612754,IND,IND @ BOS,L,104,31,8,23,26,9,101,46,12,7,0,0,155.0
0022300001,2023-11-03,1610612754,IND,IND vs. CLE,W,121,40,7,33,28,19,86,45,24,16,1,1,116.0
0022300133,2023-11-04,1610612754,IND,IND vs. CHA,L,124,36,11,25,31,15,93,45,16,12,1,0,125.0
0022300146,2023-11-06,1610612754,IND,IND vs. SAS,W,152,49,9,40,38,15,95,55,23,22,1,1,111.0
0022300158,2023-11-08,1610612754,IND,IND vs. UTA,W,134,46,14,32,26,12,101,52,20,17,1,1,118.0
0022300171,2023-11-09,1610612754,IND,IND vs. MIL,W,126,40,9,31,27,13,92,44,20,18,1,1,124.0
0022300180,2023-11-12,1610612754,IND,IND @ PHI,L,126,32,8,24,31,10,90,47,19,16,0,0,137.0
0022300019,2023-11-14,1610612754,IND,IND @ PHI,W,132,41,10,31,32,11,93,48,33,23,0,1,126.0
0022300209,2023-11-19,1610612754,IND,IND vs. ORL,L,116,40,11,29,24,16,95,42,31,24,1,0,128.0
0022300039,2023-11-21,1610612754,IND,IND @ ATL,W,157,29,7,22,35,14,94,57,28,21,0,1,152.0
0022300230,2023-11-22,1610612754,IND,IND vs. TOR,L,131,31,5,26,33,15,91,50,16,13,1,0,132.0
0022300047,2023-11-24,1610612754,IND,IND vs. DET,W,136,40,15,25,24,9,102,49,24,22,1,1,113.0
0022300254,2023-11-27,1610612754,IND,IND vs. POR,L,110,42,10,32,26,20,88,42,24,18,1,0,114.0
0022300267,2023-11-30,1610612754,IND,IND @ MIA,L,132,34,10,24,30,10,98,50,32,21,0,0,142.0
0022300284,2023-12-02,1610612754,IND,IND @ MIA,W,144,32,3,29,35,10,85,56,20,16,0,1,129.0
0022301202,2023-12-04,1610612754,IND,IND vs. BOS,W,122,41,7,34,28,6,94,43,21,17,1,1,112.0
0022301229,2023-12-07,1610612754,IND,IND @ MIL,W,128,51,15,36,30,10,102,50,25,21,0,1,119.0
0022300293,2023-12-11,1610612754,IND,IND @ DET,W,131,43,11,32,33,18,92,52,19,14,0,1,123.0
0022300315,2023-12-13,1610612754,IND,IND @ MIL,L,126,45,16,29,30,18,100,45,32,25,0,0,140.0
0022300328,2023-12-15,1610612754,IND,IND @ WAS,L,123,41,13,28,35,15,107,48,16,12,0,0,137.0
